,StateDesc,CityName,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value,PopulationCount,Short_Question_Text
10707,Alaska,Anchorage,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,20.5,291826.0,Arthritis
10708,Alaska,Anchorage,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,18.5,291826.0,Arthritis
10820,Alaska,Anchorage,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,29.2,291826.0,High Blood Pressure
10821,Alaska,Anchorage,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,26.8,291826.0,High Blood Pressure
10877,Alaska,Anchorage,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,50.6,291826.0,Taking BP Medication
10878,Alaska,Anchorage,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,63.7,291826.0,Taking BP Medication
10934,Alaska,Anchorage,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.3,291826.0,Cancer (except skin)
10935,Alaska,Anchorage,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.3,291826.0,Cancer (except skin)
10991,Alaska,Anchorage,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.1,291826.0,Current Asthma
10992,Alaska,Anchorage,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.3,291826.0,Current Asthma
11048,Alaska,Anchorage,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.1,291826.0,Coronary Heart Disease
11049,Alaska,Anchorage,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,4.2,291826.0,Coronary Heart Disease
11105,Alaska,Anchorage,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,56.9,291826.0,Annual Checkup
11106,Alaska,Anchorage,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,55.1,291826.0,Annual Checkup
11162,Alaska,Anchorage,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,70.8,291826.0,Cholesterol Screening
11163,Alaska,Anchorage,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,68.8,291826.0,Cholesterol Screening
11276,Alaska,Anchorage,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,4.9,291826.0,COPD
11277,Alaska,Anchorage,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.6,291826.0,COPD
11563,Alaska,Anchorage,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,8.0,291826.0,Diabetes
11564,Alaska,Anchorage,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,7.2,291826.0,Diabetes
11620,Alaska,Anchorage,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,32.1,291826.0,High Cholesterol
11621,Alaska,Anchorage,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,34.8,291826.0,High Cholesterol
11677,Alaska,Anchorage,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.4,291826.0,Chronic Kidney Disease
11678,Alaska,Anchorage,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.0,291826.0,Chronic Kidney Disease
11849,Alaska,Anchorage,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,10.6,291826.0,Mental Health
11850,Alaska,Anchorage,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,11.0,291826.0,Mental Health
12017,Alaska,Anchorage,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,10.2,291826.0,Physical Health
12018,Alaska,Anchorage,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,9.9,291826.0,Physical Health
12131,Alaska,Anchorage,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.6,291826.0,Stroke
12132,Alaska,Anchorage,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.2,291826.0,Stroke
12245,Arizona,Avondale,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,21.9,76238.0,Health Insurance
12246,Arizona,Avondale,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,22.5,76238.0,Health Insurance
12270,Arizona,Avondale,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,21.0,76238.0,Arthritis
12271,Arizona,Avondale,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,16.7,76238.0,Arthritis
12320,Arizona,Avondale,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,30.0,76238.0,High Blood Pressure
12321,Arizona,Avondale,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,24.8,76238.0,High Blood Pressure
12345,Arizona,Avondale,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,56.1,76238.0,Taking BP Medication
12346,Arizona,Avondale,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,65.9,76238.0,Taking BP Medication
12370,Arizona,Avondale,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,5.9,76238.0,Cancer (except skin)
12371,Arizona,Avondale,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,4.3,76238.0,Cancer (except skin)
12395,Arizona,Avondale,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,9.1,76238.0,Current Asthma
12396,Arizona,Avondale,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,9.3,76238.0,Current Asthma
12420,Arizona,Avondale,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,5.9,76238.0,Coronary Heart Disease
12421,Arizona,Avondale,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,4.1,76238.0,Coronary Heart Disease
12445,Arizona,Avondale,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,66.7,76238.0,Annual Checkup
12446,Arizona,Avondale,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,63.8,76238.0,Annual Checkup
12470,Arizona,Avondale,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,73.0,76238.0,Cholesterol Screening
12471,Arizona,Avondale,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,68.7,76238.0,Cholesterol Screening
12520,Arizona,Avondale,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,6.3,76238.0,COPD
12521,Arizona,Avondale,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,5.3,76238.0,COPD
12645,Arizona,Avondale,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,11.6,76238.0,Diabetes
12646,Arizona,Avondale,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,9.2,76238.0,Diabetes
12670,Arizona,Avondale,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,33.0,76238.0,High Cholesterol
12671,Arizona,Avondale,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,32.7,76238.0,High Cholesterol
12696,Arizona,Avondale,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,3.2,76238.0,Chronic Kidney Disease
12697,Arizona,Avondale,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.5,76238.0,Chronic Kidney Disease
12770,Arizona,Avondale,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,12.7,76238.0,Mental Health
12771,Arizona,Avondale,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,13.3,76238.0,Mental Health
12844,Arizona,Avondale,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,13.6,76238.0,Physical Health
12845,Arizona,Avondale,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,12.3,76238.0,Physical Health
12894,Arizona,Avondale,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,3.2,76238.0,Stroke
12895,Arizona,Avondale,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.3,76238.0,Stroke
12944,Arizona,Chandler,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,12.3,236123.0,Health Insurance
12945,Arizona,Chandler,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,12.3,236123.0,Health Insurance
13009,Arizona,Chandler,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,19.2,236123.0,Arthritis
13010,Arizona,Chandler,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,17.5,236123.0,Arthritis
13139,Arizona,Chandler,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,26.1,236123.0,High Blood Pressure
13140,Arizona,Chandler,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,24.0,236123.0,High Blood Pressure
13204,Arizona,Chandler,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,54.9,236123.0,Taking BP Medication
13205,Arizona,Chandler,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,68.9,236123.0,Taking BP Medication
13269,Arizona,Chandler,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.5,236123.0,Cancer (except skin)
13270,Arizona,Chandler,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.6,236123.0,Cancer (except skin)
13335,Arizona,Chandler,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,8.5,236123.0,Current Asthma
13336,Arizona,Chandler,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,8.5,236123.0,Current Asthma
13400,Arizona,Chandler,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,4.6,236123.0,Coronary Heart Disease
13401,Arizona,Chandler,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,3.9,236123.0,Coronary Heart Disease
13465,Arizona,Chandler,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,67.6,236123.0,Annual Checkup
13466,Arizona,Chandler,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,66.2,236123.0,Annual Checkup
13530,Arizona,Chandler,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,77.7,236123.0,Cholesterol Screening
13531,Arizona,Chandler,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,76.9,236123.0,Cholesterol Screening
13659,Arizona,Chandler,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,5.0,236123.0,COPD
13660,Arizona,Chandler,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.6,236123.0,COPD
13980,Arizona,Chandler,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,8.0,236123.0,Diabetes
13981,Arizona,Chandler,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,7.3,236123.0,Diabetes
14045,Arizona,Chandler,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,31.0,236123.0,High Cholesterol
14046,Arizona,Chandler,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,32.5,236123.0,High Cholesterol
14111,Arizona,Chandler,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.5,236123.0,Chronic Kidney Disease
14112,Arizona,Chandler,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,2.2,236123.0,Chronic Kidney Disease
14302,Arizona,Chandler,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,10.2,236123.0,Mental Health
14303,Arizona,Chandler,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,10.5,236123.0,Mental Health
14494,Arizona,Chandler,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,9.7,236123.0,Physical Health
14495,Arizona,Chandler,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,9.5,236123.0,Physical Health
14625,Arizona,Chandler,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.3,236123.0,Stroke
14626,Arizona,Chandler,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,2.0,236123.0,Stroke
14752,Arizona,Gilbert,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,9.8,208453.0,Health Insurance
14753,Arizona,Gilbert,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,9.9,208453.0,Health Insurance
14801,Arizona,Gilbert,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,18.9,208453.0,Arthritis
14802,Arizona,Gilbert,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,16.4,208453.0,Arthritis
14896,Arizona,Gilbert,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,25.2,208453.0,High Blood Pressure
14897,Arizona,Gilbert,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,22.1,208453.0,High Blood Pressure
14944,Arizona,Gilbert,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,54.2,208453.0,Taking BP Medication
14945,Arizona,Gilbert,Prevention,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,67.0,208453.0,Taking BP Medication
14992,Arizona,Gilbert,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,6.6,208453.0,Cancer (except skin)
14993,Arizona,Gilbert,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,5.3,208453.0,Cancer (except skin)
15041,Arizona,Gilbert,Health Outcomes,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,8.4,208453.0,Current Asthma
15042,Arizona,Gilbert,Health Outcomes,Current asthma among adults aged >=18 Years,%,CrdPrv,8.5,208453.0,Current Asthma
15089,Arizona,Gilbert,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,4.4,208453.0,Coronary Heart Disease
15090,Arizona,Gilbert,Health Outcomes,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,3.3,208453.0,Coronary Heart Disease
15137,Arizona,Gilbert,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,67.6,208453.0,Annual Checkup
15138,Arizona,Gilbert,Prevention,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,65.6,208453.0,Annual Checkup
15185,Arizona,Gilbert,Prevention,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,79.0,208453.0,Cholesterol Screening
15186,Arizona,Gilbert,Prevention,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,77.9,208453.0,Cholesterol Screening
15280,Arizona,Gilbert,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,4.7,208453.0,COPD
15281,Arizona,Gilbert,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,4.2,208453.0,COPD
15518,Arizona,Gilbert,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,7.2,208453.0,Diabetes
15519,Arizona,Gilbert,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,6.2,208453.0,Diabetes
15566,Arizona,Gilbert,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,30.5,208453.0,High Cholesterol
15567,Arizona,Gilbert,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,30.9,208453.0,High Cholesterol
15615,Arizona,Gilbert,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,2.3,208453.0,Chronic Kidney Disease
15616,Arizona,Gilbert,Health Outcomes,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,1.9,208453.0,Chronic Kidney Disease
15759,Arizona,Gilbert,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,9.7,208453.0,Mental Health
15760,Arizona,Gilbert,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,10.2,208453.0,Mental Health
15900,Arizona,Gilbert,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,8.9,208453.0,Physical Health
15901,Arizona,Gilbert,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,8.5,208453.0,Physical Health
15997,Arizona,Gilbert,Health Outcomes,Stroke among adults aged >=18 Years,%,AgeAdjPrv,2.1,208453.0,Stroke
15998,Arizona,Gilbert,Health Outcomes,Stroke among adults aged >=18 Years,%,CrdPrv,1.7,208453.0,Stroke
16091,Arizona,Glendale,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,20.2,226721.0,Health Insurance
16092,Arizona,Glendale,Prevention,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,19.9,226721.0,Health Insurance
16157,Arizona,Glendale,Health Outcomes,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,21.7,226721.0,Arthritis
16158,Arizona,Glendale,Health Outcomes,Arthritis among adults aged >=18 Years,%,CrdPrv,20.5,226721.0,Arthritis
16287,Arizona,Glendale,Health Outcomes,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,29.6,226721.0,High Blood Pressure
16288,Arizona,Glendale,Health Outcomes,High blood pressure among adults aged >=18 Years,%,CrdPrv,28.2,226721.0,High Blood Pressure
